Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
176555,6360531,50,14,single,rented,yes,Drafter,North_Dumdum,West_Bengal,8,13,0
136924,6577271,51,19,single,rented,no,Aviator,Rajpur_Sonarpur,West_Bengal,10,10,0
112298,1325345,66,8,single,rented,no,Financial_Analyst,Moradabad,Uttar_Pradesh,8,14,1
189842,1851974,67,8,single,rented,no,Hotel_Manager,Bhatpara,West_Bengal,4,12,0
170139,8293745,60,12,married,rented,no,Designer,Dhule,Maharashtra,12,10,0
177060,7985654,49,5,single,rented,no,Web_designer,Nandyal,Andhra_Pradesh,5,14,0
96741,3157162,48,11,single,rented,no,Magistrate,Anantapuram[24],Andhra_Pradesh,7,14,0
109354,5272864,40,19,single,rented,yes,Statistician,Katihar,Bihar,13,11,0
81196,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
101633,570560,60,9,single,rented,no,Computer_operator,Panchkula,Haryana,4,13,0
174195,2447204,33,12,single,rented,yes,Fashion_Designer,Thanjavur,Tamil_Nadu,12,12,0
190581,2568258,67,5,single,rented,yes,Official,Pali,Rajasthan,5,11,0
222344,3885875,33,20,single,rented,no,Consultant,Faridabad,Haryana,14,14,0
199088,3732343,75,13,single,rented,no,Civil_servant,Srikakulam,Andhra_Pradesh,8,14,0
64099,462027,45,3,single,rented,no,Artist,Hapur,Uttar_Pradesh,3,14,0
221528,6065577,68,18,single,rented,no,Hotel_Manager,Durgapur,West_Bengal,10,11,0
205790,1810800,68,1,single,rented,no,Chartered_Accountant,Jaunpur,Uttar_Pradesh,1,14,0
13262,5665869,51,4,single,rented,no,Scientist,Adoni,Andhra_Pradesh,4,13,0
20248,893850,73,2,single,rented,yes,Lawyer,Kottayam,Kerala,2,13,0
209875,2244337,26,6,single,rented,yes,Graphic_Designer,Moradabad,Uttar_Pradesh,6,12,1
26310,2605652,55,20,single,owned,no,Surgeon,Madanapalle,Andhra_Pradesh,9,14,0
183033,8603183,62,15,married,rented,yes,Design_Engineer,Katihar,Bihar,12,10,0
249197,4472065,72,11,married,rented,yes,Hotel_Manager,Gudivada,Andhra_Pradesh,5,10,0
191620,1039697,65,3,single,rented,no,Statistician,Cuttack,Odisha,3,14,0
30178,3727264,30,15,single,owned,no,Civil_engineer,Kirari_Suleman_Nagar,Delhi,10,10,0
161557,3972528,38,16,single,norent_noown,yes,Hotel_Manager,Motihari[34],Bihar,6,12,0
198455,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,1
8022,9312028,38,20,single,rented,no,Politician,Erode[17],Tamil_Nadu,5,13,0
166329,4937591,60,2,single,rented,no,Biomedical_Engineer,Buxar[37],Bihar,2,13,1
172356,8757398,31,6,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,6,14,0
160238,9669201,59,2,single,rented,no,Civil_engineer,Vijayanagaram,Andhra_Pradesh,2,14,0
121653,3728026,48,17,single,rented,yes,Official,Nanded,Maharashtra,11,12,0
99230,3287010,49,6,single,rented,yes,Financial_Analyst,Deoghar,Jharkhand,6,11,0
112738,8454331,61,3,married,rented,no,Technical_writer,Rampur,Uttar_Pradesh,3,11,0
100695,2800327,50,6,single,rented,yes,Software_Developer,Morena,Madhya_Pradesh,6,10,0
236133,2343379,27,20,single,rented,yes,Flight_attendant,Nashik,Maharashtra,8,10,0
147728,6683083,69,1,married,rented,no,Psychologist,Purnia[26],Bihar,1,12,1
153949,7331180,56,5,single,rented,no,Design_Engineer,Gorakhpur,Uttar_Pradesh,4,14,0
179550,7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0
129027,1461789,69,13,single,norent_noown,no,Scientist,Chapra,Bihar,13,14,0
167851,6814983,51,18,single,rented,no,Software_Developer,Ballia,Uttar_Pradesh,14,11,0
156727,5886958,60,16,single,rented,no,Analyst,Agra,Uttar_Pradesh,3,10,0
73681,3612614,62,15,single,rented,no,Consultant,Bhatpara,West_Bengal,14,14,1
79743,8257194,48,8,single,rented,no,Official,Panipat,Haryana,8,10,0
1656,278747,36,10,single,rented,no,Computer_hardware_engineer,Pondicherry,Puducherry,10,10,0
28469,733884,57,12,single,rented,no,Analyst,Rampur,Uttar_Pradesh,6,11,0
143268,2974371,33,8,single,rented,yes,Geologist,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,1
37168,1165669,76,8,single,rented,yes,Army_officer,Parbhani,Maharashtra,8,12,0
224474,3140543,21,1,single,rented,no,Financial_Analyst,Danapur,Bihar,1,11,0
144117,817450,32,15,married,rented,no,Graphic_Designer,Gulbarga,Karnataka,4,12,0
245064,8792945,77,16,single,rented,no,Librarian,Coimbatore,Tamil_Nadu,5,11,0
246429,7842144,44,9,single,rented,no,Biomedical_Engineer,Hubli–Dharwad,Karnataka,9,14,0
1301,7686160,24,12,single,rented,no,Biomedical_Engineer,Eluru[25],Andhra_Pradesh,10,14,0
251911,5607634,27,15,single,rented,no,Software_Developer,Sultan_Pur_Majra,Delhi,13,13,0
239684,2606943,63,8,single,rented,yes,Army_officer,Arrah,Bihar,8,13,0
17121,2921004,47,4,single,rented,yes,Geologist,Dindigul,Tamil_Nadu,4,11,0
42632,2758097,31,19,single,rented,no,Graphic_Designer,Jalgaon,Maharashtra,3,13,0
115063,5919261,61,18,single,rented,no,Geologist,Srikakulam,Andhra_Pradesh,6,14,0
92087,67428,49,12,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,10,11,0
61263,8026612,38,13,single,rented,yes,Psychologist,Patna,Bihar,9,11,0
193422,570560,60,9,single,rented,no,Computer_operator,Panchkula,Haryana,4,13,0
49849,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0
121535,3019045,76,12,single,rented,no,Design_Engineer,Jammu[16],Jammu_and_Kashmir,11,12,1
76567,9676479,48,17,married,rented,no,Analyst,Salem,Tamil_Nadu,14,14,0
180846,7321831,46,8,single,rented,no,Technician,Lucknow,Uttar_Pradesh,6,11,0
81020,1669654,61,3,single,rented,no,Chemical_engineer,Raebareli,Uttar_Pradesh,3,12,0
114088,488193,71,18,single,rented,no,Economist,Guna,Madhya_Pradesh,8,10,0
32671,5531708,43,9,single,rented,yes,Technician,Imphal,Manipur,3,13,0
109284,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
75055,5370658,56,11,single,rented,yes,Statistician,Kolkata,West_Bengal,11,13,0
171471,6605548,61,7,single,rented,no,Petroleum_Engineer,Ramgarh,Jharkhand,7,13,0
177500,3632655,76,18,single,rented,no,Geologist,Ulhasnagar,Maharashtra,12,10,1
13860,1673702,69,5,single,rented,no,Fashion_Designer,Pune,Maharashtra,5,14,0
97019,9633948,78,5,single,rented,no,Scientist,Pallavaram,Tamil_Nadu,5,14,0
121818,6472266,21,2,single,rented,yes,Mechanical_engineer,Hospet,Karnataka,2,11,0
48933,6722440,47,7,single,rented,no,Graphic_Designer,Panvel,Maharashtra,7,11,1
216608,2835029,62,6,single,rented,yes,Chemical_engineer,Ahmedabad,Gujarat,6,11,0
224322,1487368,49,2,single,rented,no,Chemical_engineer,Eluru[25],Andhra_Pradesh,2,11,1
149798,7895335,34,17,single,rented,no,Computer_operator,Bulandshahr,Uttar_Pradesh,5,11,1
28058,2139680,76,8,single,rented,yes,Technology_specialist,Saharsa[29],Bihar,4,12,0
82624,975686,37,12,single,rented,no,Hotel_Manager,Ballia,Uttar_Pradesh,12,13,0
124072,4094969,61,13,single,rented,no,Physician,Rajkot,Gujarat,4,11,1
24815,3679043,60,5,single,rented,no,Air_traffic_controller,Bulandshahr,Uttar_Pradesh,3,12,0
222837,8954393,29,8,single,rented,no,Web_designer,Munger,Bihar,8,13,0
17910,2967027,54,11,single,rented,no,Dentist,Morena,Madhya_Pradesh,11,13,0
170426,6593030,78,15,single,rented,no,Aviator,Chandrapur,Maharashtra,11,12,0
57256,1623798,44,14,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,5,13,0
180093,5669046,65,8,single,rented,no,Physician,Nagercoil,Tamil_Nadu,4,12,0
123219,7153397,49,18,single,rented,no,Industrial_Engineer,Satara,Maharashtra,14,10,0
168648,7245269,37,19,single,rented,no,Surgeon,Agra,Uttar_Pradesh,10,12,0
108446,706809,71,3,single,rented,no,Librarian,Coimbatore,Tamil_Nadu,3,13,1
198289,7359576,75,17,single,owned,no,Civil_engineer,Chandrapur,Maharashtra,14,14,0
85269,5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
152996,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,0
92283,1171901,57,10,single,norent_noown,yes,Financial_Analyst,Buxar[37],Bihar,9,12,0
110584,9389020,61,2,single,rented,yes,Firefighter,Saharsa[29],Bihar,2,12,0
74487,640220,35,11,single,rented,no,Air_traffic_controller,Mirzapur,Uttar_Pradesh,9,14,0
150848,2534496,73,8,single,rented,no,Psychologist,Ujjain,Madhya_Pradesh,4,14,0
212891,8771012,64,17,single,rented,no,Lawyer,Bikaner,Rajasthan,12,10,0
75048,7736608,47,18,single,rented,yes,Civil_engineer,Kota[6],Rajasthan,3,13,0
175302,8021921,73,4,single,rented,no,Secretary,Jamshedpur,Jharkhand,4,10,1
36534,6672263,75,8,married,rented,yes,Army_officer,Nizamabad,Telangana,8,13,0
167343,5990870,74,4,single,rented,no,Aviator,Singrauli,Madhya_Pradesh,4,10,0
54495,4792641,40,15,single,rented,yes,Software_Developer,Kakinada,Andhra_Pradesh,13,10,0
45136,510912,32,5,single,rented,yes,Physician,Mango,Jharkhand,5,12,0
119162,9282569,77,10,single,rented,yes,Drafter,Anand,Gujarat,10,14,0
157979,6126601,58,15,single,rented,no,Design_Engineer,Burhanpur,Madhya_Pradesh,4,10,0
79231,6997215,39,9,single,owned,no,Chemical_engineer,Secunderabad,Telangana,4,14,0
203222,1398424,72,4,single,rented,no,Scientist,Alwar,Rajasthan,4,12,0
115496,5403583,44,14,married,rented,yes,Geologist,Navi_Mumbai,Maharashtra,8,12,0
243065,8735482,77,17,single,rented,no,Microbiologist,Dindigul,Tamil_Nadu,12,13,1
175232,7694525,44,18,single,rented,yes,Geologist,Jalgaon,Maharashtra,12,10,0
99533,4535286,52,17,single,rented,no,Software_Developer,Surat,Gujarat,4,12,0
96759,8247003,73,10,single,rented,no,Chartered_Accountant,Ludhiana,Punjab,4,13,0
156250,980080,50,11,single,rented,no,Lawyer,Mahbubnagar,Telangana,11,11,0
136879,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,1
243372,4827327,28,15,single,rented,no,Financial_Analyst,Kulti,West_Bengal,7,10,1
144110,2770155,64,9,single,rented,yes,Chartered_Accountant,Etawah,Uttar_Pradesh,9,10,0
36307,6368227,34,20,single,rented,no,Dentist,Gaya,Bihar,4,14,0
244008,465700,24,3,single,rented,no,Chef,Chittoor[28],Andhra_Pradesh,3,10,0
237371,9691003,63,4,married,rented,yes,Artist,Mumbai,Maharashtra,4,13,0
234533,9687751,57,12,single,rented,yes,Drafter,Raiganj,West_Bengal,9,13,0
158546,3900011,52,6,single,rented,no,Scientist,Jamshedpur,Jharkhand,4,10,0
68863,6300731,30,4,single,rented,no,Secretary,Vasai-Virar,Maharashtra,4,13,0
14706,2391564,46,15,single,rented,yes,Statistician,Thoothukudi,Tamil_Nadu,5,11,0
26567,7240595,44,1,single,rented,no,Chemical_engineer,Raichur,Karnataka,1,11,0
96584,8365916,31,18,single,rented,yes,Lawyer,Chapra,Bihar,5,10,0
14483,9985964,28,8,married,rented,no,Psychologist,Kottayam,Kerala,8,13,1
17034,5357215,52,8,single,rented,yes,Librarian,Darbhanga,Bihar,8,11,0
105022,5626739,33,3,single,owned,no,Army_officer,Malda,West_Bengal,3,12,0
134930,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,0
42917,2859242,33,12,single,rented,yes,Surveyor,Hosur,Tamil_Nadu,9,11,0
148994,3316589,76,6,single,rented,no,Police_officer,Gurgaon,Haryana,3,14,0
63141,6004185,36,1,single,rented,yes,Chartered_Accountant,Begusarai,Bihar,1,13,0
148707,1453061,71,16,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,7,11,0
149188,6926537,59,18,single,rented,no,Comedian,Thiruvananthapuram,Kerala,6,13,0
150578,3052236,70,0,single,rented,yes,Scientist,Jehanabad[38],Bihar,0,10,0
43940,9809512,61,5,single,owned,yes,Industrial_Engineer,Ahmednagar,Maharashtra,5,11,0
94483,8817634,22,1,single,rented,no,Petroleum_Engineer,Jalandhar,Punjab,1,14,0
181832,9620139,48,15,married,norent_noown,yes,Petroleum_Engineer,Kanpur,Uttar_Pradesh,14,13,0
250409,4141607,50,7,single,rented,no,Biomedical_Engineer,Suryapet,Telangana,7,11,1
86579,4195266,40,20,married,rented,no,Web_designer,Ajmer,Rajasthan,14,14,0
245038,302272,56,16,single,rented,yes,Chartered_Accountant,Mumbai,Maharashtra,3,11,1
206221,9328308,53,4,single,rented,no,Biomedical_Engineer,Alappuzha,Kerala,4,13,1
147962,2823506,50,12,single,rented,no,Hotel_Manager,Vijayanagaram,Andhra_Pradesh,12,12,0
56332,2282537,64,8,single,rented,yes,Software_Developer,Dewas,Madhya_Pradesh,7,12,0
132591,5465069,59,15,single,rented,yes,Aviator,Proddatur,Andhra_Pradesh,3,11,0
70813,9559493,77,3,single,rented,no,Army_officer,Sirsa,Haryana,3,13,0
185636,1567163,68,7,single,rented,no,Microbiologist,Nagaon,Assam,7,10,0
12057,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0
112934,9937625,57,16,single,rented,no,Financial_Analyst,Munger,Bihar,6,11,0
145957,9845816,31,20,single,rented,no,Lawyer,Thanjavur,Tamil_Nadu,14,11,0
33249,2310149,35,9,single,rented,no,Air_traffic_controller,Jammu[16],Jammu_and_Kashmir,9,11,0
145443,1169439,64,11,single,owned,yes,Design_Engineer,Durg,Chhattisgarh,4,13,0
147005,6006615,62,19,single,rented,no,Biomedical_Engineer,Orai,Uttar_Pradesh,12,12,0
222961,8282647,46,17,single,rented,no,Technical_writer,Amaravati,Andhra_Pradesh,9,11,0
76294,3608658,70,18,single,rented,no,Computer_operator,Burhanpur,Madhya_Pradesh,4,11,0
220128,3658609,49,18,single,rented,no,Civil_servant,Naihati,West_Bengal,11,13,0
197613,3879880,49,10,single,rented,no,Politician,Farrukhabad,Uttar_Pradesh,10,12,0
119848,2462452,50,18,single,rented,no,Chartered_Accountant,Nandyal,Andhra_Pradesh,10,14,0
152315,6942006,40,5,single,rented,no,Industrial_Engineer,Alwar,Rajasthan,5,14,0
7054,98356,50,4,single,rented,yes,Politician,Malegaon,Maharashtra,4,13,0
153844,4631897,73,4,married,rented,yes,Secretary,Raiganj,West_Bengal,4,14,0
19405,9589262,43,13,single,rented,no,Web_designer,Bidhannagar,West_Bengal,4,10,0
218933,5083355,79,8,single,rented,no,Chartered_Accountant,Nagaon,Assam,8,12,0
187361,1199413,63,0,single,owned,no,Software_Developer,Hospet,Karnataka,0,14,0
138571,1072440,29,15,single,rented,no,Design_Engineer,Kulti,West_Bengal,6,12,1
111666,1204524,43,15,single,rented,no,Graphic_Designer,Tumkur,Karnataka,7,14,0
82922,5400619,71,1,single,rented,no,Software_Developer,Allahabad,Uttar_Pradesh[5],1,12,0
240529,7195600,26,17,married,rented,no,Flight_attendant,Madurai,Tamil_Nadu,12,10,0
158209,5294937,53,8,married,rented,no,Mechanical_engineer,Belgaum,Karnataka,8,12,0
152874,415771,77,10,single,rented,no,Scientist,Muzaffarpur,Bihar,10,12,0
46582,3616979,40,17,single,rented,no,Comedian,Gwalior,Madhya_Pradesh,9,11,0
213470,2467568,48,5,single,rented,no,Computer_operator,Raiganj,West_Bengal,5,11,0
79836,6565653,53,12,single,owned,no,Army_officer,Aligarh,Uttar_Pradesh,11,12,1
208114,6551671,23,20,married,rented,no,Chartered_Accountant,Vellore,Tamil_Nadu,8,12,0
203083,2363227,66,18,single,rented,yes,Physician,Kolkata,West_Bengal,4,11,0
205723,8079960,53,2,single,rented,no,Army_officer,Purnia[26],Bihar,2,10,1
147249,536306,79,5,single,rented,no,Industrial_Engineer,Begusarai,Bihar,5,11,0
148311,8021921,73,4,single,rented,no,Secretary,Jamshedpur,Jharkhand,4,10,1
234430,1944683,63,18,single,rented,no,Scientist,Haridwar,Uttarakhand,8,10,0
216099,2872581,24,5,single,rented,no,Fashion_Designer,Tiruvottiyur,Tamil_Nadu,5,12,0
119544,479199,57,18,single,rented,no,Drafter,Jamalpur[36],Bihar,13,13,0
189787,9176670,69,12,single,rented,no,Aviator,Bidar,Karnataka,6,12,0
88492,9541394,22,15,single,rented,yes,Scientist,Rewa,Madhya_Pradesh,12,11,0
243452,8747246,73,8,single,rented,no,Economist,Suryapet,Telangana,5,12,0
91303,6490799,73,8,single,rented,no,Financial_Analyst,Mehsana,Gujarat,7,12,0
246846,4634012,72,1,married,rented,no,Chef,Bathinda,Punjab,1,14,0
132710,3154685,27,1,single,rented,no,Chartered_Accountant,Gandhidham,Gujarat,1,12,0
92601,476900,33,20,single,rented,yes,Firefighter,Saharsa[29],Bihar,7,10,0
213644,9240885,49,19,single,rented,yes,Surgeon,Asansol,West_Bengal,14,13,0
143964,7539777,57,4,single,rented,no,Biomedical_Engineer,Gudivada,Andhra_Pradesh,4,14,0
58835,1072487,27,7,single,rented,no,Librarian,Latur,Maharashtra,7,11,0
219777,3168529,69,3,single,rented,no,Petroleum_Engineer,Aizawl,Mizoram,3,13,0
150531,9913743,23,9,married,rented,no,Design_Engineer,Shimoga,Karnataka,9,14,0
97083,5354632,75,19,single,rented,no,Geologist,Gulbarga,Karnataka,8,10,0
250044,9962923,23,9,single,rented,no,Design_Engineer,Guntur[13],Andhra_Pradesh,9,12,0
53532,3352999,54,16,single,rented,no,Consultant,Bidar,Karnataka,14,11,1
12115,9264415,51,10,single,rented,yes,Physician,"Khora,_Ghaziabad",Uttar_Pradesh,10,11,0
183937,5808564,65,16,married,norent_noown,no,Fashion_Designer,Ajmer,Rajasthan,14,10,0
90053,9390257,55,4,single,rented,yes,Graphic_Designer,Nangloi_Jat,Delhi,4,10,1
248075,4304253,61,19,single,rented,no,Psychologist,Haldia,West_Bengal,13,13,0
192863,3589702,68,15,single,rented,no,Web_designer,Dhanbad,Jharkhand,5,13,0
235144,4692289,79,17,single,rented,yes,Politician,Mangalore,Karnataka,6,10,0
40741,9153316,31,6,single,rented,no,Technical_writer,Gwalior,Madhya_Pradesh,6,12,1
47290,940069,39,12,single,rented,no,Statistician,Mirzapur,Uttar_Pradesh,11,12,0
192650,5176469,45,2,single,rented,yes,Graphic_Designer,Medininagar,Jharkhand,2,12,0
202381,8535775,33,18,single,rented,no,Technician,Tinsukia,Assam,5,13,0
86218,9864680,68,13,single,rented,yes,Technician,Vijayanagaram,Andhra_Pradesh,12,14,1
117367,5687470,29,13,married,rented,yes,Civil_engineer,"Khora,_Ghaziabad",Uttar_Pradesh,13,14,0
47759,3643652,56,2,single,rented,no,Biomedical_Engineer,Baranagar,West_Bengal,2,10,0
100060,3391314,27,1,single,owned,no,Geologist,Latur,Maharashtra,1,10,0
106610,1685809,48,18,single,rented,yes,Physician,South_Dumdum,West_Bengal,3,12,0
36477,6467458,68,3,single,rented,yes,Hotel_Manager,Kolkata,West_Bengal,3,11,0
80187,7164386,63,4,single,rented,no,Politician,Tirunelveli,Tamil_Nadu,3,10,0
104737,75855,33,17,single,rented,no,Technology_specialist,Nagaon,Assam,12,11,1
236853,4860666,76,15,single,rented,no,Microbiologist,Howrah,West_Bengal,9,11,0
220127,1834744,67,1,married,rented,no,Psychologist,Amroha,Uttar_Pradesh,1,14,0
116626,9899126,68,2,single,rented,no,Chef,Machilipatnam,Andhra_Pradesh,2,12,0
217780,1327721,44,18,single,rented,no,Technical_writer,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,0
206998,9532596,50,12,single,rented,no,Aviator,Fatehpur,Uttar_Pradesh,10,10,0
158445,5365286,26,12,single,rented,yes,Design_Engineer,Patiala,Punjab,7,12,0
233379,420221,58,6,married,rented,no,Aviator,Avadi,Tamil_Nadu,6,11,0
7598,4745314,61,18,married,rented,no,Computer_operator,Rohtak,Haryana,4,14,0
227207,1342292,48,5,single,rented,yes,Engineer,Nagpur,Maharashtra,3,10,0
65404,9559493,77,3,single,rented,no,Army_officer,Sirsa,Haryana,3,13,0
64623,1535929,56,9,single,rented,no,Flight_attendant,Nagercoil,Tamil_Nadu,7,11,0
134961,3991815,66,4,married,rented,no,Technical_writer,Alappuzha,Kerala,4,10,0
27436,2902285,77,19,single,rented,no,Graphic_Designer,Gudivada,Andhra_Pradesh,11,10,0
190387,4547051,45,11,single,rented,no,Hotel_Manager,Fatehpur,Uttar_Pradesh,8,10,0
125104,7198404,29,19,single,owned,yes,Graphic_Designer,Patiala,Punjab,6,14,0
104319,4097238,53,5,single,rented,no,Design_Engineer,Berhampur,Odisha,5,14,0
159148,8589490,32,10,single,rented,no,Statistician,Amravati,Maharashtra,10,10,0
155178,8692332,61,3,single,rented,no,Civil_engineer,Warangal[11][12],Telangana,3,13,0
180152,243245,68,19,single,rented,no,Technology_specialist,Hapur,Uttar_Pradesh,14,12,0
151100,7238880,29,7,single,rented,no,Computer_operator,Karnal,Haryana,7,10,0
53374,1275642,40,11,single,rented,no,Technical_writer,Gangtok,Sikkim,11,10,0
136673,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
17862,8442518,71,6,single,rented,yes,Petroleum_Engineer,Gandhidham,Gujarat,6,11,0
13796,8720580,65,4,single,rented,yes,Technician,Meerut,Uttar_Pradesh,3,12,0
19639,3612614,62,15,single,rented,no,Consultant,Bhatpara,West_Bengal,14,14,1
86384,8973412,54,7,single,rented,no,Designer,Salem,Tamil_Nadu,5,12,0
210495,3980648,48,19,single,rented,yes,Chef,Chennai,Tamil_Nadu,3,14,1
89457,5005660,23,1,single,rented,no,Drafter,Hubli–Dharwad,Karnataka,1,14,0
59944,7098940,60,5,single,rented,yes,Librarian,Aligarh,Uttar_Pradesh,5,11,0
107767,1086347,26,10,single,rented,yes,Civil_engineer,Eluru[25],Andhra_Pradesh,10,10,0
155451,5712077,21,0,single,rented,no,Police_officer,Mau,Uttar_Pradesh,0,12,1
212884,6859891,66,13,single,rented,no,Psychologist,Raipur,Chhattisgarh,11,13,0
170647,9370159,76,4,single,rented,yes,Surgeon,Jaunpur,Uttar_Pradesh,4,14,0
214193,3873393,21,7,single,rented,yes,Drafter,Lucknow,Uttar_Pradesh,7,14,1
186501,4626026,28,8,single,rented,no,Hotel_Manager,Baranagar,West_Bengal,8,14,0
125496,9305632,41,3,single,rented,no,Fashion_Designer,Kharagpur,West_Bengal,3,11,0
27904,5724223,47,0,single,rented,no,Lawyer,Raichur,Karnataka,0,12,0
239899,3628173,32,7,single,rented,yes,Statistician,Hazaribagh,Jharkhand,7,12,0
237525,3726061,34,9,single,rented,no,Technology_specialist,Thrissur,Kerala,4,12,1
232619,9414756,54,12,single,rented,no,Mechanical_engineer,Chennai,Tamil_Nadu,6,14,0
240287,886324,39,13,single,rented,no,Official,Lucknow,Uttar_Pradesh,7,12,0
107780,1148139,27,9,single,rented,no,Statistician,Visakhapatnam[4],Andhra_Pradesh,5,14,0
142766,5314430,32,11,single,rented,no,Statistician,Baranagar,West_Bengal,5,12,1
72252,2256811,77,4,single,rented,yes,Chemical_engineer,Ahmednagar,Maharashtra,4,14,0
74364,1364891,62,19,single,rented,yes,Lawyer,Mehsana,Gujarat,10,14,0
161638,9360750,35,18,single,rented,no,Consultant,Proddatur,Andhra_Pradesh,7,12,0
206370,8092590,42,4,single,rented,no,Industrial_Engineer,Shahjahanpur,Uttar_Pradesh,4,11,0
155754,6548891,30,5,single,rented,no,Psychologist,Sri_Ganganagar,Rajasthan,5,12,0
63489,3584197,58,11,single,rented,no,Software_Developer,Srikakulam,Andhra_Pradesh,11,10,0
211347,409142,63,4,single,rented,yes,Civil_servant,Jamalpur[36],Bihar,4,12,0
117249,6927783,30,3,single,rented,no,Firefighter,Mysore[7][8][9],Karnataka,3,12,0
226814,2932551,56,11,single,rented,no,Flight_attendant,Uluberia,West_Bengal,6,10,0
168078,3487781,65,7,single,rented,no,Politician,Alappuzha,Kerala,7,10,0
155733,2936274,49,4,single,rented,no,Design_Engineer,Pondicherry,Puducherry,4,10,1
50721,4423589,33,19,single,rented,no,Chartered_Accountant,Navi_Mumbai,Maharashtra,8,12,1
13444,589411,73,14,single,rented,yes,Computer_operator,Hindupur,Andhra_Pradesh,12,12,0
48820,6668606,45,2,single,rented,no,Designer,Giridih,Jharkhand,2,10,0
34553,4647997,42,18,married,rented,no,Magistrate,Cuttack,Odisha,5,12,0
197308,8892861,26,8,single,rented,yes,Psychologist,Kharagpur,West_Bengal,4,14,0
52065,6045469,63,7,single,rented,no,Aviator,Vijayawada,Andhra_Pradesh,7,10,1
152280,6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
180772,2338978,38,19,single,rented,no,Physician,Munger,Bihar,3,10,0
76780,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0
28952,7536411,63,7,single,rented,no,Mechanical_engineer,Vijayawada,Andhra_Pradesh,4,10,0
101461,7968958,36,15,single,rented,yes,Police_officer,Gaya,Bihar,3,10,0
110213,8981043,57,8,single,rented,yes,Technical_writer,Mysore[7][8][9],Karnataka,8,12,1
46285,3245048,38,8,single,rented,yes,Psychologist,Bharatpur,Rajasthan,8,13,0
17751,4342058,26,4,single,rented,yes,Technology_specialist,Noida,Uttar_Pradesh,4,10,0
90548,8631245,29,10,single,rented,yes,Mechanical_engineer,Jamalpur[36],Bihar,8,14,0
159375,8284308,51,3,single,owned,no,Web_designer,Narasaraopet,Andhra_Pradesh,3,12,0
175711,8132252,72,7,single,rented,no,Mechanical_engineer,Karaikudi,Tamil_Nadu,6,13,0
150565,6776301,26,17,married,rented,no,Biomedical_Engineer,Buxar[37],Bihar,11,13,0
91854,535157,50,2,married,rented,no,Engineer,Kochi,Kerala,2,10,1
240676,4758981,75,6,married,rented,no,Technical_writer,Dhanbad,Jharkhand,6,12,0
4406,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,0
14527,3913626,44,13,single,rented,yes,Computer_operator,Arrah,Bihar,4,10,0
33640,850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0
101958,7715707,37,4,married,rented,no,Aviator,Jodhpur,Rajasthan,4,10,0
218595,1764666,76,8,single,rented,yes,Financial_Analyst,Muzaffarnagar,Uttar_Pradesh,8,12,0
202984,4349239,57,5,single,rented,no,Architect,Durg,Chhattisgarh,5,13,0
80930,8839194,25,3,single,rented,no,Surgeon,Buxar[37],Bihar,3,13,0
98690,5671193,30,20,single,rented,no,Surveyor,Bahraich,Uttar_Pradesh,11,14,0
223387,137308,40,12,single,rented,no,Mechanical_engineer,Berhampur,Odisha,11,10,1
45054,1650754,78,8,single,rented,no,Designer,Faridabad,Haryana,8,12,0
217825,8579894,75,15,married,rented,yes,Industrial_Engineer,Karnal,Haryana,6,13,0
172011,3336849,22,2,single,rented,no,Librarian,Warangal[11][12],Telangana,2,14,0
223536,3883100,47,13,single,rented,yes,Analyst,Orai,Uttar_Pradesh,13,10,0
181720,1489858,24,16,single,owned,yes,Lawyer,Phagwara,Punjab,11,14,0
153289,2136279,37,17,single,norent_noown,no,Dentist,Malda,West_Bengal,5,10,0
189894,8087598,44,18,single,rented,no,Chef,Noida,Uttar_Pradesh,14,11,0
